Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Survey,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
0,58,63348.18,7.353978,12,0,0,4.984918,172.4705,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
0,30,17104.77,8.738173,11,2,0,10.45497,139.9861,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
1,79,142650.5,2.820841,10,1,0,5.014012,245.1283,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1
1,55,31492.57,6.754503,9,0,0,7.437784,230.1051,5.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
4,72,19685.04,15.8001,12,0,0,13.43811,174.9768,4.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
0,73,27105.8,7.526996,11,0,1,7.744129,167.4564,4.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
4,61,24625.37,10.06942,12,2,1,6.960522,162.4676,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
3,61,7418.73,8.417611,9,1,0,5.525134,277.6513,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0
6,85,25696.67,7.655763,10,0,1,10.29048,194.9663,4.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0
2,82,24431.39,9.044468,16,2,0,1.794202,174.9768,4.0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
0,55,51872.86,10.35484,16,1,0,12.91538,217.4702,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1
0,54,41212.98,11.74908,16,2,0,11.59627,202.6362,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
10,42,20896.26,8.884262,14,1,0,3.771607,207.4974,4.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0
1,34,11250.31,10.42511,12,1,0,1.393262,240.1149,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
0,81,70435.61,12.17307,11,1,0,12.173,149.9447,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
1,67,31614.26,14.64439,14,1,1,6.24751,175.1331,4.0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
0,68,20306.89,9.811647,16,1,0,10.02603,162.4937,4.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0
0,44,61478.9,13.91858,15,0,1,28.22989,139.965,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2,30,9336.09,14.27424,15,1,0,14.01692,207.4754,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
0,29,32952.41,9.749545,8,4,0,5.457127,202.65,3.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,42,46183.09,8.650145,10,0,0,8.867664,252.6378,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
0,51,90253.73,10.96431,7,1,0,6.663036,162.447,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
2,46,42550.92,9.513517,12,1,1,13.75426,277.6375,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0
0,89,38411.45,8.846501,14,0,0,2.367066,232.6378,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,31,31609.92,8.776267,11,2,1,1.768753,220.1478,4.0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1
2,81,61843.65,7.89302,13,1,2,18.25291,182.4762,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1
1,41,54507.42,6.322552,9,2,0,29.95876,255.1417,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0
8,76,27520.03,10.02298,13,1,0,6.368504,202.65,2.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0
2,82,24128.19,10.53533,9,1,0,7.674186,162.4937,4.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1
5,55,47950.33,11.70586,10,1,1,7.8432,147.4421,4.0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1,82,36598.52,10.76274,12,1,1,5.150963,165.0182,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1
3,56,20980.42,9.720452,12,0,1,24.2732,275.1336,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0
4,80,6074.44,10.997,14,2,1,13.81972,162.4713,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
2,74,36966.64,8.401275,11,1,0,1.37258,187.656,3.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1
4,63,128114.3,9.466427,10,0,0,12.23147,217.4702,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1
0,23,47958.56,10.47559,13,1,0,2.599617,149.9913,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
0,81,30462.45,10.7882,13,1,0,2.827378,164.967,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
2,76,20382.46,9.545723,11,2,0,16.12971,197.484,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
0,82,43867.04,9.438856,12,2,0,3.82548,222.6143,4.0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
4,43,77380.28,10.7808,14,1,0,4.310974,240.1149,3.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
0,86,40628.46,12.11645,9,1,0,1.200106,164.9889,3.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
5,23,29680.81,8.997143,8,0,0,1.99818,194.9768,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3,21,14527.8,9.976783,12,2,0,13.05373,220.1185,2.0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0
3,54,44711.74,11.79632,13,0,0,6.307859,107.4806,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
0,67,7004.93,6.914264,9,0,0,4.812563,172.4885,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0
1,32,49271.78,13.31371,11,0,0,16.7433,245.147,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
0,20,39603.42,10.19664,12,2,1,6.7064,159.9875,4.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
6,25,138555.9,13.31326,12,3,0,11.96096,142.4827,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
2,71,20246.17,9.072518,13,0,0,7.900866,184.9853,4.0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
6,84,4566.8,12.25739,13,0,0,4.469398,159.9942,3.0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0
9,21,33765.05,7.328353,11,2,1,2.82818,182.49,3.0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
1,77,15205.14,15.12772,12,2,0,6.71156,255.1665,3.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0
1,58,48293.12,11.58885,13,0,0,7.896371,202.65,4.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,56,83923.73,11.80835,12,1,0,15.06815,119.9897,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
2,55,10487.07,9.235801,17,1,0,3.700985,252.624,4.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
3,50,70321.71,12.99114,10,0,1,4.617824,187.4847,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
2,62,21987.29,12.33937,14,3,1,7.495281,127.4586,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
4,25,80674.2,11.83935,12,0,1,10.06395,220.1615,3.0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0
1,23,75633.41,12.41174,13,1,1,4.526424,164.9785,4.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
1,42,18944.96,11.64528,14,2,1,6.183692,172.4579,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
0,66,8840.8,8.721081,14,1,0,17.27999,257.6549,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
0,72,50263.94,10.2098,15,1,1,21.09953,174.9882,3.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0
1,38,18967.02,8.659247,11,1,0,1.989684,217.484,4.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
3,76,57675.63,12.84399,14,1,0,17.55759,184.9797,3.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
4,38,33868.71,14.47447,12,1,1,8.436679,129.9763,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
1,51,48969.64,9.289829,11,0,0,15.2198,147.4421,4.0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
4,68,22041.71,10.00097,14,3,0,9.436909,149.9598,4.0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
3,65,25491.07,17.44685,7,0,0,13.50244,192.4705,2.0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
2,77,23705.5,10.81239,10,0,1,1.717359,152.4579,4.0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
0,39,16680.61,4.06556,10,1,1,2.199825,182.4653,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
0,73,108960.7,8.92923,13,1,1,1.387769,159.9656,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
4,51,18347.2,11.30999,11,1,0,10.39542,220.1615,3.0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
3,78,41305.01,10.98554,12,1,0,9.026366,182.49,3.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0
3,38,68024.79,6.654657,14,0,0,4.243723,232.6415,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
1,47,53148.58,10.27957,12,0,0,1.736879,104.9629,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
5,53,20473.21,16.84547,16,0,0,7.359812,152.509,4.0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
1,59,11132.31,6.652103,10,2,0,9.328119,194.9663,3.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0
1,37,22641.64,8.90737,11,0,0,1.13143,207.4811,4.0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1
3,30,19713.67,11.38017,11,3,0,6.472433,182.49,3.0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
4,30,23089.13,12.33102,9,0,0,8.962034,159.965,4.0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
5,37,45251.32,9.532535,12,2,0,1.796113,245.1612,3.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1
0,84,52581.07,8.855708,14,0,0,2.972634,194.9744,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0
2,64,38850.73,11.92649,12,0,1,10.22422,255.1336,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
0,54,5676.28,7.427575,12,1,0,2.945436,265.1283,4.0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,84,7858.21,10.3891,7,1,0,7.923777,104.9629,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1,74,23454.98,5.371834,13,0,0,6.512117,232.6228,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
1,76,28125.61,6.185,8,2,0,16.15139,197.4945,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
2,72,20465.98,10.10886,10,1,1,8.257765,127.475,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
1,81,22540.94,5.269672,14,0,0,7.193929,127.4421,3.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,60,21497.29,12.15104,13,0,1,8.527084,252.6378,4.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
3,45,20319.77,9.217962,16,0,0,3.660516,232.6415,3.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
1,64,46273.12,12.10772,11,0,0,12.22942,132.466,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
4,28,49166.12,8.227196,11,1,1,15.80736,210.1518,4.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
0,60,66664.82,3.27964,13,0,0,11.38275,267.6647,4.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0
1,77,40411.35,3.059459,12,0,0,6.780515,222.65,4.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
4,18,70844.17,9.367555,12,0,1,8.27839,169.9447,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
1,53,105396.3,14.48109,11,0,0,9.151288,242.6143,3.0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,37,115440.4,6.796318,11,0,0,8.612474,149.9447,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,45,16895.6,7.618887,11,2,0,10.49269,172.4705,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0
1,50,23624.66,11.26555,10,1,0,5.679237,204.9797,4.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
6,48,13332.2,8.304309,9,0,1,10.68972,157.4698,4.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
1,33,175137.3,12.01856,14,1,1,18.2103,207.6386,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
4,87,34193.65,10.67666,10,1,0,13.09427,147.4564,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
4,29,23676.96,8.343598,15,0,1,1.201025,149.9915,3.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
1,47,17430.05,10.3229,13,3,1,4.600047,192.4567,5.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
1,52,80678.93,4.509935,15,3,0,9.30555,172.4579,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,46,31249.18,5.959998,19,0,0,18.55263,232.652,4.0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0
1,75,35334.17,11.17062,12,2,1,12.81579,197.4702,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
2,33,25776.46,9.79011,8,1,0,8.100668,182.4433,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
3,86,73686.44,10.45045,10,1,0,6.30655,139.983,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
0,47,50520.8,11.91801,15,2,1,3.341126,227.4754,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
2,56,62480.22,9.818035,17,0,0,12.24637,152.4441,3.0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
8,27,12031.44,7.290001,16,3,0,14.63647,267.6647,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0
0,52,8716.91,10.37839,15,0,0,12.55315,182.447,3.0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1,66,9423.78,7.319997,9,1,0,1.059865,130.0064,3.0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0
3,82,131511.8,9.457995,7,0,1,13.47613,172.4885,3.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
4,34,17263.54,4.945596,14,0,1,2.213342,265.147,3.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0
2,76,61325.92,10.5802,12,1,0,5.954975,117.4392,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,50,21098.34,10.42441,10,2,0,8.316193,127.4887,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
0,26,32202.44,14.08029,12,0,0,5.000016,202.6362,4.0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1
4,20,68517.92,10.35591,12,2,2,3.469341,200.1185,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
2,56,71588.69,12.47126,6,0,1,7.874579,210.127,4.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
2,37,14745.74,13.15573,14,0,0,3.890319,149.9928,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
0,34,10092.3,8.528837,12,0,0,11.71559,119.9897,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
1,34,29321.34,11.6262,15,0,0,4.995373,265.1283,4.0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
2,40,152131.7,8.383382,9,2,0,18.7404,162.4689,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
3,27,6624.45,13.42022,10,0,2,2.108436,172.4733,4.0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
2,28,21837.62,12.5508,8,1,1,12.67943,220.1615,4.0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
8,50,7585.29,9.074415,11,1,0,11.2075,184.9797,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0
0,50,17442.95,6.80751,11,0,0,4.845811,222.65,3.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
3,21,92155.37,12.97945,5,2,0,11.55831,192.4404,3.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1
1,68,69293.12,12.84461,13,0,1,8.259716,255.1555,4.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
0,47,3004.46,6.597598,14,0,0,3.157767,172.4555,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
2,50,59780.22,14.413,12,0,0,2.185047,159.9805,2.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0
3,42,47463.53,10.17097,12,1,0,4.612442,235.1591,4.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
2,87,32526.64,2.463144,14,1,1,12.29962,184.9853,3.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1
3,56,25315.36,9.909339,15,1,0,6.79324,190.1599,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1
0,18,38793.75,11.31573,8,1,0,15.33274,232.6228,4.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
3,55,30493.16,11.09531,13,2,0,27.0293,220.1185,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0
2,20,37555.8,5.561109,11,3,0,13.21554,220.1149,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,67,24322.78,15.02079,8,3,0,15.97096,152.4742,4.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0
3,76,54067.41,10.43971,15,1,0,5.448172,225.132,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0
1,24,56243.26,9.983208,16,2,0,3.600682,207.6386,2.0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
2,55,22066.61,6.458755,14,2,0,4.459993,222.6654,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0
4,25,27102.45,11.61411,15,0,1,12.86853,169.9671,3.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0
3,65,34421.07,9.974199,16,3,0,4.424083,245.1612,4.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
3,73,43334.45,7.681019,12,1,0,1.462471,169.9447,4.0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
3,79,27777.59,6.327621,10,0,0,9.952476,182.49,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0
7,45,56067.63,10.12377,12,1,0,14.40435,137.4836,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,34,29044.8,9.651896,14,0,0,4.300397,204.9797,4.0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0
3,39,105033.0,7.798421,12,0,0,8.36006,262.6106,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0
4,36,116453.0,10.45427,12,0,1,9.693608,129.9598,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4,49,52931.37,11.35043,7,1,0,10.8754,152.4555,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
3,86,35615.92,8.270725,14,1,1,6.067975,192.4885,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
1,76,71560.17,8.989551,12,2,0,13.96391,139.9512,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,43,45989.68,12.09619,13,0,1,16.56847,255.1336,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0
8,36,56815.09,13.01529,10,3,1,16.48485,179.9476,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
4,41,14834.59,8.868239,8,1,1,4.646695,237.6549,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1
2,72,5092.67,8.059068,11,0,1,14.34935,187.656,3.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0
0,83,14973.52,8.226403,10,1,0,7.881289,174.9768,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1
1,61,9327.52,9.904595,14,2,0,4.63962,235.1417,4.0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0
0,49,34797.6,11.76312,9,1,1,12.89076,214.9663,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
1,33,29268.79,6.146076,12,2,1,6.726078,147.4564,3.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
